BlendID,BlendDate,BlendCreatedBy,AlloyID,TotalWeight,CurrentWeight
1,2014-12-31 06:00:00,178,310,99.98,0.0
2,2014-12-31 06:00:00,178,310,109.1,9.62
3,2015-01-07 06:00:00,178,310,107.2,0.0
4,2015-01-09 06:00:00,178,310,106.86,13.71
5,2015-01-16 06:00:00,178,310,123.92,22.71
6,2015-01-20 06:00:00,178,310,110.0,18.36
7,2015-01-27 06:00:00,178,310,101.64,4.8
8,2015-01-27 06:00:00,178,310,126.31,48.21
9,2015-01-27 06:00:00,178,310,106.10000000000001,5.86
10,2015-01-27 06:00:00,178,310,115.78999999999999,4.09
11,2015-01-27 06:00:00,178,310,113.88000000000001,18.99
12,2015-01-27 06:00:00,178,310,110.24,11.38
13,2015-02-12 06:00:00,178,310,108.86,12.38
14,2015-02-23 06:00:00,178,310,106.48,9.94
15,2015-02-23 06:00:00,178,310,111.12,14.58
16,2015-03-05 06:00:00,178,310,109.85,30.81
17,2015-03-05 06:00:00,178,310,113.14,13.14
18,2015-03-05 06:00:00,178,310,111.12,8.12
19,2015-03-10 06:00:00,178,310,110.0,8.72
20,2015-03-10 06:00:00,178,310,113.0,9.88
21,2015-03-13 06:00:00,178,310,120.0,8.48
22,2015-03-13 06:00:00,178,310,113.12,0.0
23,2015-03-16 06:00:00,178,310,116.10000000000001,21.56
24,2015-03-27 06:00:00,178,310,111.52,5.48
25,2015-03-27 06:00:00,178,310,120.58000000000001,9.92
26,2015-03-27 06:00:00,178,310,114.22,52.46
27,2015-04-05 06:00:00,178,310,111.10000000000001,3.25
28,2015-04-10 06:00:00,178,310,121.97,18.37
29,2015-04-17 06:00:00,178,310,119.69999999999999,11.18
30,2015-04-17 06:00:00,178,310,121.46,12.8
31,2015-04-24 06:00:00,178,310,110.96000000000001,1.9
32,2015-05-01 06:00:00,178,310,119.33999999999999,10.16
33,2015-05-01 06:00:00,178,310,114.54,8.56
34,2015-05-01 06:00:00,178,310,119.14,9.2
35,2015-05-08 06:00:00,178,310,115.98,37.96
36,2015-05-08 06:00:00,178,310,119.94,2.64
37,2015-05-08 06:00:00,178,310,116.7,5.8
38,2015-05-15 06:00:00,178,310,116.84,1.54
39,2015-05-15 06:00:00,178,310,119.16,8.08
40,2015-05-21 06:00:00,178,310,117.0,6.77
41,2015-05-21 06:00:00,178,310,118.0,9.5
42,2015-05-21 06:00:00,178,310,115.35000000000001,5.15
43,2015-05-26 06:00:00,178,310,115.26,8.36
44,2015-06-01 06:00:00,178,310,106.9,2.76
45,2015-06-01 06:00:00,178,310,115.86,7.74
46,2015-06-05 06:00:00,178,310,110.0,3.48
47,2015-06-05 06:00:00,178,310,119.42,8.66
48,2015-06-15 06:00:00,178,310,117.34,8.24
49,2015-06-15 06:00:00,178,310,120.10000000000001,16.82
50,2015-06-15 06:00:00,178,310,115.83999999999999,16.11
51,2015-06-30 06:00:00,178,310,115.5,8.3
52,2015-06-30 06:00:00,178,310,113.28,2.2
53,2015-06-30 06:00:00,178,310,119.73,14.01
54,2015-06-30 06:00:00,178,310,121.08,8.06
55,2015-07-12 06:00:00,178,310,114.4,17.9
56,2015-07-20 06:00:00,178,310,118.52,2.7
57,2015-07-28 06:00:00,178,310,106.5,25.5
58,2015-09-21 06:00:00,178,310,101.0,2.2
59,2015-09-21 06:00:00,178,310,108.8,10.0
60,2015-09-22 06:00:00,178,310,114.58,16.9
61,2015-10-15 06:00:00,178,310,110.04,94.04
62,2015-10-15 06:00:00,178,310,113.68,11.14
63,2015-11-09 06:00:00,178,310,118.42,118.42
64,2014-12-31 06:00:00,178,220,123.04,0.8
65,2014-12-31 06:00:00,178,220,109.1,22.48
66,2015-01-12 06:00:00,178,220,134.9,44.28
67,2015-02-27 06:00:00,178,220,120.13999999999999,16.16
68,2015-03-27 06:00:00,178,220,125.14,15.0
69,2015-05-01 06:00:00,178,220,133.42000000000002,49.5
70,2015-05-01 06:00:00,178,220,50.0,50.0
71,2015-06-01 06:00:00,178,220,51.0,0.0
72,2015-06-01 06:00:00,178,220,134.92000000000002,134.92
73,2015-07-12 06:00:00,178,220,119.88,6.42
74,2014-12-31 06:00:00,178,510,122.02,-0.0
75,2014-12-31 06:00:00,178,510,27.12,27.12
76,2015-01-27 06:00:00,178,510,64.62,1.58
77,2015-01-29 06:00:00,178,510,120.44,16.08
78,2015-04-08 06:00:00,178,510,123.36,11.22
79,2015-05-15 06:00:00,178,510,132.14,17.98
80,2015-05-26 06:00:00,178,510,124.16,124.16
81,2015-05-27 06:00:00,178,510,110.12,2.6
82,2015-05-29 06:00:00,178,510,127.0,8.74
83,2015-05-29 06:00:00,178,510,128.46,30.2
84,2015-05-29 06:00:00,178,510,117.52,8.52
85,2015-06-01 06:00:00,178,510,119.0,16.2
86,2015-07-12 06:00:00,178,510,122.58,10.44
87,2015-09-01 06:00:00,178,510,125.76,24.38
88,2015-09-01 06:00:00,178,510,119.61999999999999,10.94
89,2015-09-21 06:00:00,178,510,117.76,10.98
90,2015-09-21 06:00:00,178,510,115.86,11.22
91,2015-09-22 06:00:00,178,510,113.72,10.92
92,2015-10-15 06:00:00,178,510,111.88,9.91
93,2015-11-09 06:00:00,178,510,115.59,11.49
94,2015-11-09 06:00:00,178,510,117.72,11.84
95,2015-11-09 06:00:00,178,510,119.5,11.44
96,2015-01-16 06:00:00,178,210,83.48,48.74
97,2015-04-17 06:00:00,178,210,118.29,19.61
98,2015-04-17 06:00:00,178,210,13.61,0.0
99,2015-04-24 06:00:00,178,210,125.92,9.94
100,2015-05-01 06:00:00,178,210,130.72,3.22
101,2015-05-15 06:00:00,178,210,127.5,14.52
102,2015-05-15 06:00:00,178,210,120.48,120.48
105,2015-05-26 06:00:00,178,210,118.28,11.94
106,2015-05-27 06:00:00,178,210,122.48,6.66
107,2015-05-27 06:00:00,178,210,104.58,0.0
108,2015-05-27 06:00:00,178,210,122.48,10.6
109,2015-06-01 06:00:00,178,210,122.48,10.54
110,2015-06-01 06:00:00,178,210,122.48,11.34
111,2015-06-03 06:00:00,178,210,124.04,8.24
112,2015-06-03 06:00:00,178,210,121.0,9.2
113,2015-06-03 06:00:00,178,210,125.74,10.12
114,2015-06-03 06:00:00,178,210,120.08,11.7
115,2015-06-08 06:00:00,178,210,123.14,10.22
116,2015-06-08 06:00:00,178,210,120.24,8.64
117,2015-06-08 06:00:00,178,210,123.14,11.74
118,2015-06-08 06:00:00,178,210,125.9,11.6
119,2015-06-08 06:00:00,178,210,128.44,22.84
120,2015-06-15 06:00:00,178,210,124.88,29.8
121,2015-06-15 06:00:00,178,210,121.4,7.3
122,2015-06-15 06:00:00,178,210,122.0,10.72
123,2015-06-15 06:00:00,178,210,120.67999999999999,9.78
124,2015-06-15 06:00:00,178,210,123.38,6.87
125,2015-06-15 06:00:00,178,210,116.36,0.0
126,2015-06-15 06:00:00,178,210,120.88,9.9
127,2015-06-15 06:00:00,178,210,117.26,12.94
128,2015-06-15 06:00:00,178,210,120.06,10.52
129,2015-06-15 06:00:00,178,210,120.36,10.66
130,2015-06-15 06:00:00,178,210,119.98,9.88
131,2015-06-15 06:00:00,178,210,127.33999999999999,21.24
132,2015-06-15 06:00:00,178,210,125.59,10.91
133,2015-06-15 06:00:00,178,210,130.4,20.5
134,2015-06-18 06:00:00,178,210,122.48,9.66
135,2015-06-18 06:00:00,178,210,118.62,10.44
136,2015-06-18 06:00:00,178,210,118.78,10.68
137,2015-06-18 06:00:00,178,210,119.17999999999999,9.9
138,2015-06-18 06:00:00,178,210,121.89999999999999,10.84
139,2015-06-18 06:00:00,178,210,123.76,10.28
140,2015-06-30 06:00:00,178,210,117.17999999999999,10.88
141,2015-06-30 06:00:00,178,210,122.56,10.68
142,2015-06-30 06:00:00,178,210,118.36,10.34
143,2015-06-30 06:00:00,178,210,115.04,10.72
144,2015-06-30 06:00:00,178,210,111.0,11.28
145,2015-06-30 06:00:00,178,210,113.39999999999999,12.1
146,2015-06-30 06:00:00,178,210,120.14,10.52
147,2015-06-30 06:00:00,178,210,115.38,10.56
148,2015-06-30 06:00:00,178,210,120.96,10.76
149,2015-06-30 06:00:00,178,210,117.1,9.44
150,2015-06-30 06:00:00,178,210,108.8,11.46
151,2015-06-30 06:00:00,178,210,113.39999999999999,10.56
152,2015-06-30 06:00:00,178,210,118.44,10.2
153,2015-06-30 06:00:00,178,210,118.7,9.98
154,2015-07-12 06:00:00,178,210,114.92,12.06
155,2015-07-12 06:00:00,178,210,119.28,10.5
156,2015-07-12 06:00:00,178,210,116.74,9.96
157,2015-07-12 06:00:00,178,210,115.5,11.92
158,2015-07-12 06:00:00,178,210,116.46000000000001,11.96
159,2015-07-12 06:00:00,178,210,121.86,10.82
160,2015-07-12 06:00:00,178,210,122.34,10.82
161,2015-07-12 06:00:00,178,210,120.4,10.3
162,2015-07-12 06:00:00,178,210,122.4,10.9
163,2015-07-12 06:00:00,178,210,116.48,11.18
164,2015-07-12 06:00:00,178,210,118.12,3.13
165,2015-07-12 06:00:00,178,210,112.66,11.96
166,2015-07-12 06:00:00,178,210,119.17999999999999,10.0
167,2015-07-12 06:00:00,178,210,120.12,10.78
168,2015-07-12 06:00:00,178,210,120.6,10.78
169,2015-07-12 06:00:00,178,210,120.58,10.76
170,2015-07-12 06:00:00,178,210,114.38,10.62
171,2015-07-12 06:00:00,178,210,124.07,17.39
172,2015-07-20 06:00:00,178,210,118.42,10.62
173,2015-07-20 06:00:00,178,210,109.78,10.68
174,2015-07-20 06:00:00,178,210,118.26,9.94
175,2015-07-20 06:00:00,178,210,118.89999999999999,10.12
176,2015-07-20 06:00:00,178,210,115.76,10.28
177,2015-07-20 06:00:00,178,210,118.89999999999999,7.28
178,2015-07-20 06:00:00,178,210,112.84,15.4
179,2015-07-20 06:00:00,178,210,117.25999999999999,12.02
180,2015-07-20 06:00:00,178,210,117.39999999999999,9.88
181,2015-07-20 06:00:00,178,210,116.88,10.58
182,2015-07-20 06:00:00,178,210,120.7,13.78
183,2015-07-20 06:00:00,178,210,117.86,10.44
184,2015-07-20 06:00:00,178,210,119.10000000000001,10.48
185,2015-07-20 06:00:00,178,210,111.06,6.12
186,2015-07-24 06:00:00,178,210,115.38,8.74
187,2015-07-24 06:00:00,178,210,116.6,9.56
188,2015-07-24 06:00:00,178,210,116.0,10.62
189,2015-07-24 06:00:00,178,210,117.7,10.18
190,2015-07-24 06:00:00,178,210,114.02,11.1
191,2015-07-24 06:00:00,178,210,114.32,10.42
192,2015-07-28 06:00:00,178,210,116.5,1.2
193,2015-07-28 06:00:00,178,210,115.72,12.24
194,2015-07-28 06:00:00,178,210,120.66000000000001,14.88
195,2015-07-28 06:00:00,178,210,116.6,10.22
196,2015-07-28 06:00:00,178,210,114.46,8.86
197,2015-07-28 06:00:00,178,210,116.54,9.1
198,2015-07-28 06:00:00,178,210,117.52000000000001,11.24
199,2015-08-05 06:00:00,178,210,124.38,19.76
200,2015-08-05 06:00:00,178,210,116.52,10.82
201,2015-08-05 06:00:00,178,210,115.46,10.54
202,2015-08-05 06:00:00,178,210,114.67999999999999,12.22
203,2015-08-05 06:00:00,178,210,112.56,10.74
204,2015-08-05 06:00:00,178,210,114.86,10.02
205,2015-08-05 06:00:00,178,210,115.36,11.28
206,2015-08-05 06:00:00,178,210,122.78,9.28
207,2015-08-05 06:00:00,178,210,115.44,9.07
208,2015-08-05 06:00:00,178,210,118.46000000000001,10.46
209,2015-08-05 06:00:00,178,210,118.54,1.31
210,2015-08-05 06:00:00,178,210,116.08,10.86
211,2015-08-05 06:00:00,178,210,114.78,10.3
212,2015-08-18 06:00:00,178,210,117.7,11.0
213,2015-08-18 06:00:00,178,210,122.58,11.47
214,2015-08-18 06:00:00,178,210,118.10000000000001,11.04
215,2015-08-18 06:00:00,178,210,126.31,19.53
216,2015-08-18 06:00:00,178,210,120.19,10.75
217,2015-08-18 06:00:00,178,210,114.3,10.64
218,2015-08-18 06:00:00,178,210,118.52000000000001,11.24
219,2015-08-18 06:00:00,178,210,117.08,9.78
220,2015-08-18 06:00:00,178,210,115.78,11.1
221,2015-08-18 06:00:00,178,210,100.0,100.0
222,2015-08-18 06:00:00,178,210,117.28,7.32
223,2015-08-18 06:00:00,178,210,116.36,10.34
224,2015-08-18 06:00:00,178,210,113.76,11.02
225,2015-08-18 06:00:00,178,210,116.14,12.92
226,2015-08-18 06:00:00,178,210,120.4,13.18
227,2015-08-18 06:00:00,178,210,118.52,10.96
228,2015-08-18 06:00:00,178,210,116.38,10.06
229,2015-08-31 06:00:00,178,210,119.64,10.46
230,2015-08-31 06:00:00,178,210,116.36,11.6
231,2015-08-31 06:00:00,178,210,120.84,10.14
232,2015-08-31 06:00:00,178,210,121.18,9.94
233,2015-08-31 06:00:00,178,210,119.94,10.4
234,2015-08-31 06:00:00,178,210,116.84,10.48
235,2015-08-31 06:00:00,178,210,119.03999999999999,11.18
236,2015-08-31 06:00:00,178,210,122.80000000000001,10.5
237,2015-08-31 06:00:00,178,210,118.38000000000001,11.08
238,2015-08-31 06:00:00,178,210,119.78,10.1
239,2015-08-31 06:00:00,178,210,120.32,10.46
240,2015-08-31 06:00:00,178,210,118.62,9.96
241,2015-08-31 06:00:00,178,210,115.44,9.61
242,2015-08-31 06:00:00,178,210,116.94,10.44
243,2015-08-31 06:00:00,178,210,121.38,10.6
244,2015-08-31 06:00:00,178,210,116.38,11.38
245,2015-08-31 06:00:00,178,210,118.76,10.5
246,2015-08-31 06:00:00,178,210,118.94,10.3
247,2015-08-31 06:00:00,178,210,117.74,10.14
248,2015-08-31 06:00:00,178,210,114.91,10.75
249,2015-08-31 06:00:00,178,210,115.58,6.3
250,2015-09-08 06:00:00,178,210,119.86,13.34
251,2015-09-08 06:00:00,178,210,109.54,29.04
252,2015-09-08 06:00:00,178,210,117.34,11.16
253,2015-09-08 06:00:00,178,210,117.72,10.22
254,2015-09-08 06:00:00,178,210,116.67999999999999,9.06
255,2015-09-08 06:00:00,178,210,113.24,10.16
256,2015-09-08 06:00:00,178,210,118.36,11.2
257,2015-09-08 06:00:00,178,210,115.26,10.32
258,2015-09-08 06:00:00,178,210,116.58,10.4
259,2015-09-08 06:00:00,178,210,115.6,7.68
260,2015-09-08 06:00:00,178,210,116.82,11.32
261,2015-09-08 06:00:00,178,210,116.7,10.18
262,2015-09-08 06:00:00,178,210,114.97999999999999,38.68
263,2015-09-08 06:00:00,178,210,121.24,9.84
264,2015-09-22 06:00:00,178,210,118.56,8.72
265,2015-09-22 06:00:00,178,210,119.80000000000001,11.18
266,2015-09-22 06:00:00,178,210,117.0,10.58
267,2015-09-22 06:00:00,178,210,119.12,11.17
268,2015-09-22 06:00:00,178,210,120.14,10.28
269,2015-09-22 06:00:00,178,210,120.48,11.12
270,2015-09-22 06:00:00,178,210,128.0,19.16
271,2015-09-22 06:00:00,178,210,118.92,12.24
272,2015-09-22 06:00:00,178,210,117.7,10.13
273,2015-09-22 06:00:00,178,210,115.5,9.7
274,2015-09-22 06:00:00,178,210,118.44,10.4
275,2015-09-22 06:00:00,178,210,122.3,9.84
276,2015-09-22 06:00:00,178,210,118.94,9.4
277,2015-09-22 06:00:00,178,210,117.03,10.99
278,2015-09-22 06:00:00,178,210,115.76,10.22
279,2015-09-22 06:00:00,178,210,116.64999999999999,10.39
280,2015-09-22 06:00:00,178,210,114.88,12.14
281,2015-09-22 06:00:00,178,210,117.12,10.44
282,2015-09-22 06:00:00,178,210,124.84,11.42
283,2015-09-22 06:00:00,178,210,118.62,10.46
284,2015-10-15 06:00:00,178,210,115.12,10.72
285,2015-10-15 06:00:00,178,210,114.62,9.74
286,2015-10-15 06:00:00,178,210,115.34,10.0
287,2015-10-15 06:00:00,178,210,111.82,10.44
288,2015-10-15 06:00:00,178,210,115.76,10.2
289,2015-10-15 06:00:00,178,210,117.24,10.06
290,2015-10-15 06:00:00,178,210,113.48,11.12
291,2015-10-15 06:00:00,178,210,113.96,11.08
292,2015-10-15 06:00:00,178,210,114.42,10.46
293,2015-10-15 06:00:00,178,210,110.46,10.36
294,2015-10-15 06:00:00,178,210,114.64,11.02
295,2015-10-15 06:00:00,178,210,119.82,10.5
296,2015-10-15 06:00:00,178,210,116.26,10.3
297,2015-10-15 06:00:00,178,210,116.03999999999999,10.6
298,2015-10-15 06:00:00,178,210,109.52,2.44
299,2015-10-15 06:00:00,178,210,111.96,10.2
300,2015-10-15 06:00:00,178,210,114.52,11.24
301,2015-10-15 06:00:00,178,210,113.61999999999999,11.44
302,2015-10-15 06:00:00,178,210,112.7,10.0
303,2015-10-15 06:00:00,178,210,115.03999999999999,9.62
304,2015-10-15 06:00:00,178,210,118.39999999999999,11.24
305,2015-10-15 06:00:00,178,210,116.16,0.04
306,2015-10-15 06:00:00,178,210,119.92,9.36
307,2015-10-15 06:00:00,178,210,115.80000000000001,9.24
308,2015-10-15 06:00:00,178,210,116.32000000000001,10.24
309,2015-10-15 06:00:00,178,210,114.97999999999999,6.56
310,2015-10-15 06:00:00,178,210,119.64,10.38
311,2015-10-15 06:00:00,178,210,116.94,14.1
312,2015-10-15 06:00:00,178,210,117.58,13.3
313,2015-10-15 06:00:00,178,210,120.18,11.6
314,2015-10-15 06:00:00,178,210,117.0,7.65
315,2015-10-15 06:00:00,178,210,119.7,10.3
316,2015-10-15 06:00:00,178,210,117.9,9.6
317,2015-10-15 06:00:00,178,210,119.04,4.94
318,2015-10-15 06:00:00,178,210,123.17999999999999,10.3
319,2015-10-15 06:00:00,178,210,111.92,7.42
320,2015-10-22 06:00:00,178,210,122.88000000000001,10.38
321,2015-10-22 06:00:00,178,210,117.66,10.18
322,2015-10-22 06:00:00,178,210,123.02000000000001,10.22
323,2015-10-22 06:00:00,178,210,121.92,9.2
324,2015-10-22 06:00:00,178,210,126.5,9.94
325,2015-10-22 06:00:00,178,210,117.47,9.95
326,2015-10-22 06:00:00,178,210,118.12,12.2
327,2015-10-22 06:00:00,178,210,121.88,8.94
328,2015-10-22 06:00:00,178,210,121.58,11.26
329,2015-10-22 06:00:00,178,210,121.8,11.32
330,2015-10-22 06:00:00,178,210,116.56,10.86
331,2015-10-22 06:00:00,178,210,125.64,10.5
332,2015-11-09 06:00:00,178,210,115.38,9.4
333,2015-11-09 06:00:00,178,210,115.0,9.28
334,2015-11-09 06:00:00,178,210,122.02,11.22
335,2015-11-09 06:00:00,178,210,118.89999999999999,11.76
336,2015-11-09 06:00:00,178,210,119.56,11.2
337,2015-11-09 06:00:00,178,210,114.78,11.18
338,2015-11-09 06:00:00,178,210,124.22,10.08
339,2015-11-09 06:00:00,178,210,121.34,10.34
340,2015-11-09 06:00:00,178,210,114.8,12.66
341,2015-11-09 06:00:00,178,210,119.88,10.06
342,2015-11-09 06:00:00,178,210,119.39999999999999,10.1
343,2015-11-09 06:00:00,178,210,117.44,12.44
344,2015-11-10 06:00:00,178,210,123.22,10.04
345,2015-11-10 06:00:00,178,210,119.32,9.18
346,2015-11-10 06:00:00,178,210,117.22,11.46
347,2015-11-10 06:00:00,178,210,115.76,11.26
348,2015-11-10 06:00:00,178,210,118.38,9.22
349,2015-11-10 06:00:00,178,210,118.62,6.84
350,2015-11-10 06:00:00,178,210,122.26,11.5
351,2015-11-10 06:00:00,178,210,118.18,10.48
352,2015-11-10 06:00:00,178,210,114.84,10.16
353,2015-11-10 06:00:00,178,210,118.12,10.62
354,2015-11-10 06:00:00,178,210,120.76,9.08
355,2015-11-10 06:00:00,178,210,118.24,12.34
356,2015-11-10 06:00:00,178,210,120.86,8.98
357,2015-11-10 06:00:00,178,210,120.76,10.1
358,2015-11-10 06:00:00,178,210,115.32000000000001,9.42
359,2015-11-10 06:00:00,178,210,118.30000000000001,9.62
360,2015-11-10 06:00:00,178,210,116.58,9.96
361,2014-12-31 06:00:00,178,420,71.3,23.66
362,2015-03-05 06:00:00,178,420,70.14,18.62
363,2015-04-17 06:00:00,178,420,69.02000000000001,42.84
365,2015-07-27 06:00:00,178,,49.6,49.6
366,2015-08-14 06:00:00,178,110,31.92,11.48
367,2015-08-14 06:00:00,178,110,5.0,0.28
368,2015-08-20 06:00:00,178,110,9.719999999999999,0.26
369,2015-08-20 06:00:00,178,110,19.46,7.14
370,2015-08-21 06:00:00,178,110,34.34,14.1
371,2015-08-21 06:00:00,178,110,22.32,1.88
372,2015-08-25 06:00:00,178,110,35.7,18.98
373,2015-09-16 06:00:00,178,110,35.760000000000005,15.98
374,2015-10-05 06:00:00,178,110,26.72,17.42
375,2015-10-16 06:00:00,178,110,39.3,18.62
376,2015-10-31 06:00:00,178,110,28.28,1.28
377,2015-11-04 06:00:00,178,110,27.0,2.94
378,2015-11-20 06:00:00,178,110,54.06,21.38
379,2015-08-22 06:00:00,178,320,97.75,97.75
380,2015-09-09 06:00:00,178,320,80.0,16.78
381,2015-10-23 06:00:00,178,320,113.22,9.62
382,2015-11-04 06:00:00,178,320,59.1,8.04
383,2015-11-20 06:00:00,178,320,71.06,2.8
384,2015-11-20 06:00:00,178,320,88.26,7.56
385,2015-08-20 06:00:00,178,310,79.94,25.87
386,2015-09-14 06:00:00,178,310,94.28,60.34
387,2015-09-22 06:00:00,178,310,106.67,3.97
388,2015-10-22 06:00:00,178,310,83.94,22.56
389,2015-08-14 06:00:00,178,210,59.96,0.0
390,2015-08-18 06:00:00,178,220,107.92,33.88
391,2015-08-18 06:00:00,178,220,106.12,40.72
392,2015-09-01 06:00:00,178,510,89.9,32.98
393,2015-08-14 06:00:00,178,420,62.54,22.3
394,2015-08-24 06:00:00,178,420,60.0,37.72
395,2015-10-05 06:00:00,178,420,66.42,35.12
396,2015-09-22 06:00:00,178,220,108.96,34.94
397,2015-10-20 06:00:00,178,220,108.96,26.68
398,2015-10-15 06:00:00,178,220,110.34,55.72
399,,178,220,109.1,33.77
401,2015-12-01 15:31:00,178,220,75.33,0.0
402,2015-12-01 15:36:00,812,220,157.61,23.03
404,2015-12-01 20:45:00,121,110,37.68,4.28
405,2015-12-01 20:50:00,121,110,38.4,5.0
406,2015-12-01 21:16:00,121,320,84.5,8.6
407,2015-12-01 21:31:00,121,320,75.9,7.29
408,2015-12-01 21:44:00,121,310,81.38,0.0
409,2015-12-01 22:03:00,121,210,79.96000000000001,12.12
410,2015-12-02 14:51:00,121,220,90.8,90.8
411,2015-12-02 17:17:00,812,220,250.0,167.94
412,2015-12-02 22:08:00,121,220,139.44,43.42
413,2015-12-04 01:09:00,812,320,68.61,2.11
414,2015-12-04 04:49:00,812,110,33.4,3.74
415,2015-12-05 19:03:00,224,220,109.3,6.96
416,2015-12-06 02:04:00,812,110,19.78,1.9
417,2015-12-06 20:37:00,812,220,96.02,9.02
418,2015-12-06 22:07:00,812,110,29.66,1.65
419,2015-12-06 23:24:00,812,110,17.88,0.0
420,2015-12-07 20:05:00,224,110,28.01,0.0
421,2015-12-07 21:44:00,812,220,134.58,11.42
422,2015-12-08 16:29:00,812,420,53.58,0.0
423,2015-12-08 18:42:00,745,510,117.14,2.06
424,2015-12-08 18:44:00,745,510,124.16,8.4
425,2015-12-08 18:46:00,745,510,124.84,2.0
426,2015-12-08 20:17:00,745,210,115.7,9.22
427,2015-12-08 20:23:00,745,210,120.10000000000001,10.74
428,2015-12-08 20:29:00,745,210,118.44,10.78
429,2015-12-08 20:36:00,745,210,121.28,9.42
430,2015-12-08 20:46:00,745,210,117.76,8.88
431,2015-12-08 21:05:00,745,210,117.96,10.12
432,2015-12-08 21:09:00,745,210,121.46000000000001,9.84
433,2015-12-08 21:16:00,745,210,119.74,8.18
434,2015-12-08 21:23:00,745,210,120.64,10.8
435,2015-12-08 21:28:00,745,210,118.92,9.98
436,2015-12-08 21:32:00,745,210,122.56,8.76
437,2015-12-08 21:39:00,745,210,120.96,9.24
438,2015-12-08 21:55:00,745,210,120.8,10.82
439,2015-12-08 22:07:00,745,210,119.06,8.44
440,2015-12-08 22:10:00,745,210,119.7,9.2
441,2015-12-08 22:18:00,745,210,114.98,8.74
442,2015-12-08 23:34:00,224,110,28.01,1.99
443,2015-12-09 15:53:00,224,110,26.02,1.18
444,2015-12-09 17:46:00,224,220,102.34,21.14
445,2015-12-09 18:10:00,745,210,115.32,11.24
446,2015-12-09 18:19:00,745,210,117.7,8.02
447,2015-12-09 18:22:00,745,210,123.30000000000001,9.42
448,2015-12-09 20:38:00,745,210,119.84,10.24
449,2015-12-09 20:43:00,745,210,118.67999999999999,9.88
450,2015-12-09 20:45:00,745,210,122.42,9.16
451,2015-12-09 21:15:00,745,210,116.24000000000001,6.68
452,2015-12-09 21:17:00,745,210,117.06,11.48
453,2015-12-09 21:22:00,745,210,121.58,9.64
454,2015-12-09 21:23:00,745,210,121.42,9.14
455,2015-12-09 21:27:00,745,210,120.7,1.7
456,2015-12-09 21:32:00,745,210,119.0,0.86
457,2015-12-09 21:33:00,745,210,118.14,1.78
458,2015-12-09 21:41:00,745,210,122.96,9.56
459,2015-12-09 21:43:00,745,210,119.58,9.46
460,2015-12-09 22:18:00,745,210,122.34,9.34
461,2015-12-09 22:20:00,745,210,118.72,9.02
462,2015-12-09 22:21:00,745,210,122.88,9.64
463,2015-12-09 22:24:00,745,210,120.94,10.48
464,2015-12-09 22:26:00,745,210,116.36,2.28
465,2015-12-09 22:28:00,812,220,87.0,0.0
466,2015-12-10 14:38:00,745,210,122.48,8.9
467,2015-12-10 14:41:00,745,210,119.2,8.5
468,2015-12-10 14:45:00,745,210,123.16,10.34
469,2015-12-10 15:15:00,812,320,80.7,4.1
470,2015-12-10 15:38:00,745,210,122.32,9.14
471,2015-12-10 15:40:00,745,210,119.53999999999999,9.56
472,2015-12-10 15:45:00,745,210,122.08,9.06
473,2015-12-10 17:57:00,745,210,125.7,9.05
474,2015-12-10 19:20:00,224,110,42.72,4.92
475,2015-12-10 19:56:00,745,210,122.66,9.5
476,2015-12-10 20:02:00,745,210,119.78,9.12
477,2015-12-10 20:04:00,745,210,121.89999999999999,9.6
478,2015-12-10 20:16:00,745,210,122.26,9.22
479,2015-12-10 20:18:00,745,210,119.06,10.4
480,2015-12-10 20:23:00,745,210,116.65,9.09
481,2015-12-10 20:26:00,812,420,53.66,6.34
482,2015-12-10 20:29:00,745,210,119.74,9.14
483,2015-12-10 20:31:00,745,210,122.24,9.98
484,2015-12-10 20:36:00,745,210,121.38,0.38
485,2015-12-10 20:44:00,745,210,122.12,9.4
486,2015-12-10 20:46:00,745,210,117.74,9.62
487,2015-12-11 15:02:00,745,210,121.8,9.38
488,2015-12-11 17:55:00,224,220,111.4,7.575
489,2015-12-11 19:34:00,665,210,121.74000000000001,10.08
490,2015-12-14 05:46:00,797,420,47.32,0.0
491,2015-12-14 15:23:00,812,420,47.32,2.14
492,2015-12-14 15:57:00,745,210,121.67999999999999,9.94
493,2015-12-14 16:03:00,745,210,122.1,9.5
494,2015-12-14 16:05:00,745,210,123.56,10.0
495,2015-12-14 16:15:00,665,210,121.34,9.36
496,2015-12-14 16:19:00,745,210,121.0,8.82
497,2015-12-14 17:12:00,224,110,37.8,2.44
498,2015-12-14 18:29:00,812,320,76.6,2.92
499,2015-12-14 22:21:00,812,220,103.825,8.625
500,2015-12-16 01:13:00,812,420,45.18,3.14
501,2015-12-16 20:54:00,812,220,123.16,17.34
502,2015-12-17 00:11:00,812,110,35.36,3.7
503,2015-12-17 18:46:00,812,220,95.2,1.67
504,2015-12-18 19:46:00,224,220,93.53,0.05
505,2015-12-18 23:44:00,812,510,56.92,0.0
506,2015-12-19 10:29:00,812,110,31.66,0.0
507,2015-12-20 05:10:00,812,310,102.7,9.66
508,2015-12-20 14:58:00,812,420,42.04,3.26
509,2015-12-21 06:02:00,812,110,31.74,5.5
510,2015-12-21 19:09:00,812,220,81.2,1.88
511,2015-12-21 23:52:00,812,220,114.89999999999999,14.96
