BlendID,BlendDate,BlendCreatedBy,MaterialID,TotalWeight
1424,2016-10-13 15:37:00,224,110,41.02
1425,2016-10-13 16:54:00,807,510,131.74
1426,2016-10-13 16:55:00,807,510,132.28
1427,2016-10-13 18:32:00,224,110,35.58
1428,2016-10-14 19:39:00,224,110,54.56
1429,2016-10-14 23:07:00,811,110,44.6
1430,2016-10-15 16:43:00,811,110,59.56
1431,2016-10-16 14:00:00,717,510,130.95999999999998
1432,2016-10-16 14:01:00,717,510,129.78
1433,2016-10-17 12:16:00,717,510,138.26
1434,2016-10-17 14:24:00,224,110,40.6
1435,2016-10-17 14:37:00,717,510,134.56
1436,2016-10-17 17:02:00,717,510,137.18
1437,2016-10-17 17:58:00,224,510,122.3
1438,2016-10-17 18:18:00,224,220,85.82
1439,2016-10-17 18:44:00,804,210,83.76
1440,2016-10-17 20:13:00,224,110,46.36
1441,2016-10-18 20:32:00,807,510,130.82
1442,2016-10-18 21:53:00,807,510,130.76999999999998
1443,2016-10-19 14:58:00,804,110,55.24
1444,2016-10-19 17:58:00,804,110,74.7
1445,2016-10-19 20:38:00,811,110,41.24
1446,2016-10-19 21:05:00,811,320,106.38
1447,2016-10-19 21:39:00,811,410,114.15
1448,2016-10-20 15:14:00,224,110,30.82
1449,2016-10-21 18:28:00,717,510,132.34
1450,2016-10-21 18:31:00,717,510,133.9
1451,2016-10-23 12:55:00,807,510,133.04000000000002
1452,2016-10-23 12:57:00,807,510,134.07999999999998
1453,2016-10-23 19:18:00,176,220,132.22
1454,2016-10-24 11:59:00,717,510,130.06
1455,2016-10-24 12:26:00,224,310,201.64
1456,2016-10-24 13:05:00,717,510,130.14
1457,2016-10-24 13:30:00,224,110,30.12
1458,2016-10-24 15:25:00,717,510,132.22
1459,2016-10-25 11:43:00,717,510,130.68
1460,2016-10-25 18:40:00,224,110,100.0
1461,2016-10-26 13:35:00,224,110,96.48
1462,2016-10-26 14:41:00,176,220,188.44
1463,2016-10-26 17:20:00,176,220,143.44
1464,2016-10-26 18:56:00,811,220,168.98
1465,2016-10-27 12:08:00,717,510,132.74
1466,2016-10-27 20:20:00,224,220,137.76
1467,2016-10-27 20:32:00,224,320,120.76
1468,2016-10-27 20:50:00,224,320,199.2
1469,2016-10-28 13:13:00,176,110,100.0
1470,2016-10-28 14:51:00,804,110,87.74
1471,2016-10-28 18:42:00,807,510,132.0
1472,2016-10-28 18:54:00,804,310,162.54
1473,2016-10-28 18:55:00,804,110,71.46
1474,2016-10-28 18:55:00,804,410,51.92
1475,2016-10-30 13:21:00,717,510,128.26
1476,2016-10-30 13:27:00,717,510,128.57999999999998
1477,2016-10-30 17:39:00,797,410,70.0
1478,2016-10-31 11:55:00,717,510,131.68
1479,2016-10-31 12:39:00,176,110,100.0
1480,2016-10-31 13:26:00,717,510,131.57999999999998
1481,2016-10-31 15:24:00,717,510,131.16
1482,2016-10-31 20:30:00,176,220,157.56
1483,2016-11-01 14:56:00,224,220,127.9
1484,2016-11-01 18:25:00,807,510,121.88
1485,2016-11-01 20:22:00,811,210,83.6
1486,2016-11-02 19:38:00,176,410,94.24
1487,2016-11-03 11:45:00,807,510,116.7
1488,2016-11-03 17:05:00,176,320,190.5
1489,2016-11-03 18:30:00,224,210,123.6
1490,2016-11-04 14:04:00,224,220,119.84
1491,2016-11-04 15:42:00,224,310,182.4
1492,2016-11-04 18:58:00,807,510,116.1
1493,2016-11-04 19:20:00,717,510,116.04
1494,2016-11-04 21:00:00,811,110,93.12
1495,2016-11-05 16:42:00,811,220,146.08
1496,2016-11-06 13:56:00,811,210,90.0
1497,2016-11-07 12:23:00,717,510,120.38
1498,2016-11-07 13:37:00,807,510,119.92
1499,2016-11-07 14:37:00,224,210,148.44
1500,2016-11-07 18:12:00,807,510,130.88
1501,2016-11-07 18:41:00,224,220,142.84
1502,2016-11-07 18:48:00,807,510,129.24
1503,2016-11-07 19:56:00,811,220,114.77
1504,2016-11-07 20:07:00,811,220,120.5
1505,2016-11-07 22:14:00,811,320,96.16
1506,2016-11-07 22:44:00,811,410,62.42
1507,2016-11-07 23:10:00,811,210,77.44
1508,2016-11-08 17:10:00,176,210,201.6
1509,2016-11-08 20:59:00,807,510,137.84
1510,2016-11-08 22:05:00,807,510,127.9
1511,2016-11-09 14:19:00,224,320,136.38
1512,2016-11-09 17:27:00,804,310,174.18
1513,2016-11-09 17:41:00,804,310,147.18
1514,2016-11-09 17:56:00,804,320,183.78
1515,2016-11-09 19:08:00,804,110,94.06
1516,2016-11-09 21:26:00,176,220,160.5
1517,2016-11-10 14:20:00,717,510,123.56
1518,2016-11-10 15:08:00,807,510,128.55
1519,2016-11-10 18:48:00,807,510,131.34
1520,2016-11-10 20:50:00,224,410,50.0
1521,2016-11-11 11:45:00,807,510,132.02
1522,2016-11-11 13:10:00,807,210,102.28
1523,2016-11-11 13:14:00,807,210,100.28
1524,2016-11-11 13:15:00,807,210,224.46
1525,2016-11-12 19:31:00,176,110,80.72
1526,2016-11-12 19:52:00,804,210,139.4
1527,2016-11-12 20:05:00,804,310,195.94
1528,2016-11-12 22:05:00,176,410,70.0
1529,2016-11-14 17:23:00,804,220,149.32
1530,2016-11-14 17:25:00,804,220,132.64
1531,2016-11-14 19:28:00,804,410,64.12
1532,2016-11-14 19:28:00,804,410,88.88
1533,2016-11-14 19:29:00,804,320,117.94
1534,2016-11-14 20:01:00,804,310,144.2
1535,2016-11-15 19:15:00,717,510,126.82
1536,2016-11-15 19:33:00,717,510,130.54000000000002
1537,2016-11-15 19:56:00,717,510,132.8
1538,2016-11-15 21:33:00,807,510,131.44
1539,2016-11-15 21:51:00,176,410,59.62
1540,2016-11-16 17:16:00,717,510,131.74
1541,2016-11-16 19:21:00,717,510,131.42000000000002
1542,2016-11-18 13:43:00,717,510,124.82
1543,2016-11-18 18:02:00,811,410,60.94
1544,2016-11-18 18:10:00,811,220,143.98
1545,2016-11-18 18:40:00,811,320,89.88
1546,2016-11-18 18:42:00,811,320,207.82
1547,2016-11-18 18:58:00,811,320,167.16
1548,2016-11-18 20:29:00,176,110,84.82
1549,2016-11-20 13:40:00,804,110,78.56
1550,2016-11-21 12:20:00,807,510,123.76
1551,2016-11-21 14:39:00,717,510,132.24
1552,2016-11-21 17:53:00,807,510,137.51999999999998
1553,2016-11-22 12:05:00,717,510,129.8
1554,2016-11-22 14:05:00,717,510,136.24
1555,2016-11-22 18:24:00,811,210,127.18
1556,2016-11-22 18:56:00,811,410,87.04
1557,2016-11-22 19:44:00,176,110,92.52
1558,2016-11-22 20:03:00,176,110,95.36000000000001
1559,2016-11-22 20:05:00,811,220,98.14
1560,2016-11-22 20:10:00,811,220,129.32
1561,2016-11-23 18:31:00,224,210,192.48000000000002
1562,2016-11-27 14:39:00,717,510,128.6
1563,2016-11-27 14:40:00,717,510,129.95999999999998
1564,2016-11-28 12:10:00,807,510,129.8
1565,2016-11-28 13:03:00,717,510,128.26
1566,2016-11-28 15:04:00,176,220,172.32
1567,2016-11-28 15:14:00,717,510,129.56
1568,2016-11-28 18:08:00,176,220,128.14
1569,2016-11-28 18:23:00,717,510,124.78
1570,2016-11-28 18:40:00,176,320,163.82
1571,2016-11-28 19:43:00,176,320,191.0
1572,2016-11-28 20:43:00,176,210,166.28
1573,2016-11-28 21:46:00,176,510,113.28
1574,2016-11-29 15:46:00,807,210,219.46
1575,2016-11-29 15:47:00,807,210,214.46
1576,2016-11-30 00:09:00,811,220,125.72
1577,2016-12-01 00:46:00,811,220,114.4
1578,2016-12-01 18:42:00,176,220,161.4
1579,2016-12-01 18:53:00,807,510,126.25
1580,2016-12-01 19:13:00,176,410,84.8
1581,2016-12-02 17:24:00,811,320,200.48
1582,2016-12-02 17:58:00,811,220,111.56
1583,2016-12-02 19:21:00,811,210,174.34
1584,2016-12-02 20:39:00,717,510,129.7
1585,2016-12-05 12:37:00,717,510,133.04000000000002
1586,2016-12-05 12:39:00,717,510,125.98
1587,2016-12-05 12:42:00,717,510,126.98
1588,2016-12-05 19:18:00,176,310,172.64
1589,2016-12-05 19:32:00,176,210,155.8
1590,2016-12-05 19:46:00,176,220,108.24
1592,2016-12-06 15:06:00,176,110,35.0
1593,2016-12-06 20:06:00,811,220,111.56
1594,2016-12-06 20:07:00,811,220,96.02
1595,2016-12-07 15:10:00,176,110,76.88
1596,2016-12-07 19:22:00,176,220,153.38
1597,2016-12-07 19:36:00,176,410,54.9
1598,2016-12-07 19:50:00,176,410,48.86
1599,2016-12-08 13:11:00,717,510,125.8
1600,2016-12-08 21:06:00,176,110,91.16
1601,2016-12-09 20:10:00,811,310,166.72
1602,2016-12-09 20:34:00,811,310,132.88
1603,2016-12-09 21:14:00,811,320,153.52
1604,2016-12-09 21:45:00,811,220,101.08
1605,2016-12-09 22:46:00,811,110,64.22
1606,2016-12-12 12:52:00,717,510,130.72
1607,2016-12-12 12:53:00,717,510,124.52
1608,2016-12-12 12:54:00,717,510,125.72
1609,2016-12-12 14:50:00,807,210,160.0
1610,2016-12-12 14:51:00,807,210,253.01999999999998
1611,2016-12-13 12:21:00,717,510,119.52
1612,2016-12-13 12:58:00,745,240,122.1
1613,2016-12-13 20:35:00,176,110,69.22
1614,2016-12-14 13:29:00,717,510,128.98000000000002
1615,2016-12-14 17:40:00,224,110,60.72
1616,2016-12-14 22:05:00,811,110,81.16
1617,2016-12-15 18:55:00,804,110,67.56
1618,2016-12-15 19:33:00,176,210,153.76
1619,2016-12-16 15:04:00,717,510,71.25999999999999
1620,2016-12-16 20:09:00,176,310,206.72
1621,2016-12-18 04:30:00,804,320,164.2
1622,2016-12-19 12:49:00,717,510,124.98
1623,2016-12-19 12:51:00,717,510,133.44
1624,2016-12-19 12:53:00,717,510,127.74
1625,2016-12-19 12:57:00,717,510,129.16
1626,2016-12-19 16:14:00,804,110,69.16
1627,2016-12-19 18:03:00,804,410,78.54
1628,2016-12-19 19:11:00,804,310,160.12
1629,2016-12-19 22:15:00,811,110,80.92
1630,2016-12-19 23:51:00,811,110,57.98
1631,2016-12-20 14:52:00,224,110,78.6
1632,2016-12-20 17:14:00,224,110,65.48
1633,2016-12-20 18:42:00,224,220,147.88
1634,2016-12-20 19:54:00,224,220,98.68
1635,2016-12-20 20:35:00,224,410,103.75999999999999
1636,2016-12-20 20:37:00,224,220,93.74
1637,2016-12-21 00:15:00,811,410,45.62
1638,2016-12-21 00:23:00,811,410,75.96
1639,2016-12-21 00:49:00,811,320,154.62
1640,2016-12-21 01:42:00,811,110,56.56
1641,2016-12-21 18:12:00,176,410,121.57999999999998
1642,2016-12-21 20:58:00,745,240,97.24
1643,2016-12-21 20:58:00,745,240,97.24
1644,2016-12-21 20:59:00,745,240,97.24
1645,2016-12-22 14:46:00,717,240,130.3
1646,2016-12-22 14:47:00,717,240,134.12
1647,2016-12-22 14:57:00,717,240,127.42
1648,2016-12-22 20:38:00,224,310,117.58
1649,2016-12-22 22:26:00,811,410,97.92
1650,2016-12-22 23:18:00,811,110,55.28
1651,2016-12-23 16:07:00,224,110,63.02
1652,2016-12-27 12:15:00,717,510,131.62
1653,2016-12-27 12:17:00,717,510,125.88
1654,2016-12-27 20:56:00,224,110,100.0
1655,2016-12-27 21:30:00,811,210,154.32
1656,2016-12-27 22:34:00,811,320,130.5
1657,2016-12-28 00:05:00,811,410,123.44
1658,2016-12-28 14:40:00,717,510,116.26
1659,2016-12-29 12:10:00,717,240,127.56
1660,2016-12-29 15:37:00,807,210,240.0
1661,2016-12-29 15:42:00,807,210,347.62
1662,2016-12-30 19:40:00,176,110,100.0
1663,2017-01-04 00:16:00,811,110,52.16
1664,2017-01-04 00:17:00,811,110,50.68
1665,2017-01-04 16:53:00,717,510,122.0
1666,2017-01-04 16:55:00,717,510,114.0
1667,2017-01-05 00:27:00,811,320,149.18
1668,2017-01-05 00:53:00,811,310,176.16
1669,2017-01-05 00:54:00,811,310,144.54
1670,2017-01-05 01:30:00,811,410,92.94
1671,2017-01-05 12:16:00,717,240,109.12
1672,2017-01-05 12:19:00,717,240,114.82000000000001
1673,2017-01-05 12:40:00,745,220,73.67
1674,2017-01-06 15:50:00,807,350,80.94
1675,2017-01-06 19:47:00,811,210,100.0
1676,2017-01-06 19:56:00,811,110,68.52
1677,2017-01-06 20:01:00,807,220,68.74
1678,2017-01-06 22:04:00,811,110,69.26
1679,2017-01-09 19:20:00,807,240,98.78
1680,2017-01-09 19:24:00,807,240,104.42
1681,2017-01-09 20:10:00,176,110,55.84
1682,2017-01-09 21:33:00,807,220,66.0
1683,2017-01-10 02:12:00,811,110,52.98
1684,2017-01-10 02:16:00,811,110,47.29
1685,2017-01-10 02:24:00,811,110,55.98
1686,2017-01-10 02:33:00,811,210,96.02
1687,2017-01-10 02:43:00,811,410,119.06
1688,2017-01-10 19:46:00,811,320,258.14
1689,2017-01-10 20:06:00,224,110,84.92
1690,2017-01-11 13:47:00,807,240,119.4
1691,2017-01-11 14:05:00,807,350,85.78
1692,2017-01-11 14:07:00,807,210,116.72
1693,2017-01-11 16:33:00,811,110,97.28999999999999
1694,2017-01-11 17:47:00,807,510,119.06
1695,2017-01-11 17:49:00,807,510,118.74
1696,2017-01-11 19:35:00,807,220,63.14
1698,2017-01-11 20:51:00,224,110,68.36
1699,2017-01-12 12:40:00,717,510,123.22
1700,2017-01-13 12:35:00,717,510,120.68
1701,2017-01-13 13:23:00,717,310,120.0
1702,2017-01-13 15:25:00,717,210,116.0
1703,2017-01-13 15:26:00,717,350,84.0
1704,2017-01-13 15:49:00,745,310,36.04
1705,2017-01-13 15:54:00,717,310,76.16
1706,2017-01-13 16:00:00,717,310,75.75
1707,2017-01-13 18:21:00,717,310,71.87
1708,2017-01-13 19:49:00,811,210,144.86
1709,2017-01-16 00:08:00,176,320,179.98
1710,2017-01-16 13:45:00,807,210,267.0
1711,2017-01-16 19:43:00,176,110,88.52
1712,2017-01-16 19:53:00,176,110,74.46
1713,2017-01-17 14:50:00,807,210,260.0
1714,2017-01-17 15:43:00,176,110,47.98
1715,2017-01-17 18:48:00,176,220,163.74
1716,2017-01-17 20:32:00,811,110,64.76
1717,2017-01-17 21:21:00,811,110,63.78
1718,2017-01-18 11:31:00,224,110,59.16
1719,2017-01-18 12:47:00,717,510,114.72
1720,2017-01-18 18:15:00,176,410,112.48
1721,2017-01-18 20:00:00,717,510,109.58
1722,2017-01-19 12:26:00,717,510,118.08
1723,2017-01-19 12:27:00,717,350,81.24
1724,2017-01-19 14:23:00,745,310,70.28
1725,2017-01-19 14:24:00,745,310,70.28
1726,2017-01-19 14:25:00,745,310,70.28
1727,2017-01-19 17:49:00,717,310,109.28
1728,2017-01-19 18:01:00,224,110,93.9
1729,2017-01-20 11:21:00,224,320,242.68
1730,2017-01-20 13:35:00,224,210,93.22
1731,2017-01-22 14:00:00,797,320,160.86
1732,2017-01-24 17:27:00,717,510,98.67
1733,2017-01-24 17:27:00,717,510,105.5
1734,2017-01-24 19:15:00,717,310,78.46000000000001
1735,2017-01-24 21:08:00,717,310,107.98
1736,2017-01-25 12:53:00,717,510,115.89
1737,2017-01-25 14:39:00,224,110,82.36
1738,2017-01-25 14:58:00,717,310,104.64
1739,2017-01-25 17:42:00,224,220,131.24
1740,2017-01-25 20:28:00,811,220,148.9
1741,2017-01-25 22:42:00,811,320,154.2
1742,2017-01-25 22:48:00,811,410,83.93
1743,2017-01-26 14:04:00,717,310,103.88
1744,2017-01-26 14:32:00,807,210,349.66999999999996
1745,2017-01-26 15:00:00,717,310,75.34
1746,2017-01-27 13:23:00,717,310,101.14
1747,2017-01-27 14:31:00,224,110,72.6
1748,2017-01-27 14:33:00,717,310,102.38
1749,2017-01-27 14:47:00,807,510,109.14
1750,2017-01-27 15:36:00,224,110,80.0
1751,2017-01-30 14:41:00,807,310,100.5
1752,2017-01-30 16:39:00,717,310,99.82
1753,2017-01-30 17:09:00,807,210,345.0
1754,2017-01-30 17:15:00,807,350,76.16
1755,2017-01-30 17:27:00,224,110,79.76
1756,2017-01-31 00:52:00,811,110,84.68
1757,2017-01-31 13:41:00,807,240,68.15
1758,2017-01-31 21:35:00,811,110,79.18
1759,2017-02-01 18:40:00,717,310,98.96
1760,2017-02-01 18:40:00,717,310,96.36
1761,2017-02-02 12:06:00,717,310,99.72
1762,2017-02-03 01:34:00,811,110,61.26
1763,2017-02-03 12:21:00,717,310,98.72
1764,2017-02-03 18:25:00,176,210,133.22
1765,2017-02-05 02:00:00,804,310,167.46
1766,2017-02-05 02:01:00,804,210,138.48
1767,2017-02-05 02:01:00,804,110,68.64
1768,2017-02-06 01:33:00,804,410,77.24
1769,2017-02-06 01:34:00,804,210,118.26
1770,2017-02-06 01:35:00,804,110,71.4
1771,2017-02-06 11:56:00,717,310,50.0
1772,2017-02-06 11:57:00,717,310,95.94
1773,2017-02-06 11:58:00,717,310,95.9
1774,2017-02-06 14:23:00,717,240,61.06
1775,2017-02-06 15:15:00,224,110,75.94
1776,2017-02-07 14:37:00,224,110,80.56
1778,2017-02-07 18:52:00,717,350,61.5
1779,2017-02-07 19:04:00,176,110,69.46
1780,2017-02-07 20:51:00,811,210,149.0
1781,2017-02-07 23:35:00,811,320,222.38
1782,2017-02-08 12:24:00,717,310,117.62
1783,2017-02-08 12:26:00,717,350,60.82
1784,2017-02-08 15:49:00,717,310,92.08
1785,2017-02-09 11:38:00,176,320,190.51999999999998
1786,2017-02-09 14:44:00,717,310,93.9
1787,2017-02-10 13:41:00,717,510,107.44
1788,2017-02-10 15:14:00,717,310,116.56
1789,2017-02-10 19:38:00,717,310,91.26
1790,2017-02-11 00:20:00,811,310,114.28
1791,2017-02-11 00:30:00,811,320,176.62
1792,2017-02-13 12:27:00,717,310,115.26
1793,2017-02-13 12:33:00,717,310,88.94
1794,2017-02-13 12:53:00,717,310,87.1
1795,2017-02-13 17:24:00,807,210,295.0
1796,2017-02-14 12:12:00,717,310,85.25
1797,2017-02-14 12:15:00,717,310,114.77
1798,2017-02-14 20:30:00,811,320,209.12
1799,2017-02-15 11:59:00,717,310,113.6
1800,2017-02-15 12:00:00,717,310,87.15
1801,2017-02-15 15:37:00,224,410,72.16
1802,2017-02-16 12:09:00,717,310,112.54
1803,2017-02-16 12:10:00,717,310,86.4
1804,2017-02-16 15:49:00,224,110,61.18
1805,2017-02-16 16:58:00,807,240,116.74
1806,2017-02-17 12:20:00,717,310,111.16
1807,2017-02-17 12:21:00,717,310,85.22
1808,2017-02-17 12:21:00,717,310,82.9
1809,2017-02-17 20:14:00,176,210,368.0
1810,2017-02-17 20:56:00,811,410,107.24
1811,2017-02-20 15:18:00,717,310,109.42
1812,2017-02-20 15:34:00,717,310,84.44
1813,2017-02-20 17:24:00,717,310,79.16
1814,2017-02-20 19:41:00,807,510,106.8
1815,2017-02-20 20:25:00,807,310,22.5
1816,2017-02-20 21:08:00,807,210,71.6
1817,2017-02-21 01:53:00,811,110,70.48
1818,2017-02-21 14:22:00,224,110,71.38
1819,2017-02-21 17:22:00,224,110,52.84
1820,2017-02-21 18:00:00,224,210,109.18
1821,2017-02-21 19:45:00,811,410,102.12
1822,2017-02-21 19:51:00,807,250,99.62
1823,2017-02-22 14:07:00,717,310,19.58
1824,2017-02-22 16:20:00,807,210,105.4
1825,2017-02-22 16:31:00,807,310,104.76
1827,2017-02-22 18:20:00,224,320,200.7
1828,2017-02-22 19:39:00,807,310,82.3
1829,2017-02-23 14:54:00,807,210,102.48
1830,2017-02-23 18:55:00,717,310,99.63999999999999
1831,2017-02-24 20:05:00,807,510,99.76
1832,2017-02-27 17:38:00,807,310,93.7
1833,2017-02-27 17:39:00,807,210,89.4
1834,2017-02-27 19:17:00,807,210,117.64
1835,2017-02-28 14:55:00,717,220,62.72
1836,2017-02-28 15:11:00,717,310,70.5
1837,2017-03-01 00:29:00,811,110,59.18
1838,2017-03-01 00:37:00,811,110,58.46
1839,2017-03-01 01:43:00,811,210,343.64
1840,2017-03-01 21:42:00,811,410,67.9
1841,2017-03-02 12:51:00,745,220,113.62
1842,2017-03-02 13:40:00,745,220,100.0
1843,2017-03-02 13:41:00,745,220,99.2
1844,2017-03-02 13:41:00,745,220,95.36
1845,2017-03-02 13:42:00,745,220,94.22
1846,2017-03-02 13:45:00,745,220,90.14
1847,2017-03-02 13:47:00,745,220,88.12
1848,2017-03-02 13:51:00,745,220,108.12
1849,2017-03-02 14:32:00,807,220,119.9
1850,2017-03-02 17:35:00,807,510,119.88
1851,2017-03-02 17:38:00,807,210,112.84
1852,2017-03-02 18:29:00,717,220,119.88
1853,2017-03-02 22:17:00,811,110,119.18
1854,2017-03-03 12:04:00,176,110,92.84
1855,2017-03-03 17:15:00,807,310,123.92
1856,2017-03-03 19:41:00,811,220,125.64
1857,2017-03-03 19:54:00,717,310,59.52
1858,2017-03-03 20:29:00,811,320,147.04
1859,2017-03-03 23:48:00,811,110,60.7
1860,2017-03-04 00:42:00,811,410,98.42
1861,2017-03-04 14:45:00,176,110,90.7
1862,2017-03-06 14:53:00,797,110,90.0
1863,2017-03-06 16:18:00,807,220,111.66
1864,2017-03-06 16:19:00,807,220,115.2
1865,2017-03-06 17:05:00,807,210,106.9
1866,2017-03-06 17:59:00,807,240,112.94
1867,2017-03-06 19:44:00,807,310,124.1
1868,2017-03-06 19:54:00,807,310,120.42
1869,2017-03-07 14:16:00,807,510,106.16
1870,2017-03-07 17:07:00,807,320,122.48
1871,2017-03-07 17:32:00,176,110,93.06
1872,2017-03-07 20:40:00,745,330,90.72
1873,2017-03-07 20:41:00,745,330,86.42
1874,2017-03-07 20:42:00,745,330,83.66
1875,2017-03-07 20:43:00,745,330,79.54
1876,2017-03-07 20:43:00,745,330,75.68
1877,2017-03-07 20:44:00,745,330,69.96
1878,2017-03-08 13:42:00,804,110,84.7
1879,2017-03-08 16:23:00,717,510,137.84
1880,2017-03-08 17:23:00,717,310,110.42
1881,2017-03-08 20:41:00,717,510,139.23
1882,2017-03-08 20:45:00,717,310,100.0
1883,2017-03-08 23:40:00,811,110,85.08
1884,2017-03-08 23:43:00,811,110,63.26
1885,2017-03-09 00:40:00,811,410,65.08
1886,2017-03-09 01:42:00,811,320,185.12
1887,2017-03-09 22:47:00,811,110,88.46000000000001
1888,2017-03-10 02:02:00,811,410,93.92
1889,2017-03-10 19:39:00,807,320,121.78
1890,2017-03-10 20:32:00,807,220,104.44
1891,2017-03-10 21:03:00,807,210,96.6
1892,2017-03-10 23:26:00,811,110,87.56
1893,2017-03-10 23:27:00,807,220,123.52000000000001
1894,2017-03-10 23:29:00,807,220,122.6
1895,2017-03-11 00:47:00,811,110,85.38
1896,2017-03-11 00:58:00,811,110,90.0
1897,2017-03-11 14:11:00,176,110,104.18
1898,2017-03-12 05:08:00,811,110,65.0
1899,2017-03-12 18:31:00,811,110,80.32
1900,2017-03-12 20:42:00,811,110,79.58
1901,2017-03-12 20:47:00,811,110,83.64
1902,2017-03-12 23:28:00,811,110,62.16
1903,2017-03-12 23:45:00,811,410,63.78
1904,2017-03-13 19:47:00,807,310,113.82
1905,2017-03-13 19:51:00,807,210,112.86
1906,2017-03-13 20:57:00,717,350,57.74
1907,2017-03-14 17:28:00,807,350,57.32
1908,2017-03-14 21:46:00,811,110,84.32
1909,2017-03-14 23:34:00,811,110,81.34
1910,2017-03-15 20:57:00,811,110,62.86
1911,2017-03-15 20:58:00,807,220,114.76
1912,2017-03-16 15:37:00,717,320,120.02
1913,2017-03-16 16:11:00,804,110,72.1
1914,2017-03-16 20:18:00,717,350,54.64
1915,2017-03-17 15:14:00,804,110,75.58
1916,2017-03-17 16:19:00,717,210,127.48
1917,2017-03-17 20:07:00,717,220,113.16
1918,2017-03-17 21:15:00,811,110,83.48
1919,2017-03-17 21:46:00,811,110,63.48
1920,2017-03-18 21:17:00,717,310,116.41999999999999
1921,2017-03-20 17:08:00,804,110,81.92
1922,2017-03-20 19:02:00,717,350,52.26
1923,2017-03-20 22:10:00,717,310,105.92
1924,2017-03-21 01:09:00,811,110,72.64
1925,2017-03-21 01:12:00,811,110,76.04
1926,2017-03-21 01:14:00,811,110,69.14
1927,2017-03-21 01:17:00,811,110,81.04
1928,2017-03-21 11:59:00,224,110,70.78
1929,2017-03-21 14:36:00,224,320,173.66
1930,2017-03-21 20:35:00,717,310,94.8
1931,2017-03-22 01:05:00,811,110,68.84
1932,2017-03-22 02:33:00,811,110,61.52
1933,2017-03-22 14:04:00,717,240,108.95
1934,2017-03-22 20:39:00,717,220,123.39999999999999
1935,2017-03-23 15:03:00,717,320,81.52
1936,2017-03-24 19:30:00,807,320,97.46
1937,2017-03-24 20:47:00,717,310,93.62
1938,2017-03-24 22:56:00,811,110,70.56
1939,2017-03-24 23:56:00,811,110,66.28
1940,2017-03-25 01:01:00,811,410,40.0
1941,2017-03-26 18:13:00,807,220,117.52
1943,2017-03-27 13:37:00,224,110,76.42
1944,2017-03-27 14:56:00,224,110,74.38
1945,2017-03-27 16:05:00,717,210,122.32
1946,2017-03-27 16:29:00,717,240,116.8
1947,2017-03-27 18:36:00,807,320,87.14
1948,2017-03-27 19:15:00,811,410,50.0
1949,2017-03-27 21:10:00,807,310,105.96
1950,2017-03-28 11:54:00,717,510,122.96
1951,2017-03-28 14:00:00,807,350,49.7
1952,2017-03-28 23:40:00,811,410,109.47999999999999
1953,2017-03-28 23:52:00,811,110,75.74
1954,2017-03-29 00:47:00,811,220,134.34
1955,2017-03-29 00:53:00,811,220,106.16
1956,2017-03-29 14:00:00,807,210,117.64
1957,2017-03-29 15:12:00,807,610,99.9
1958,2017-03-29 15:50:00,807,310,96.74
1959,2017-03-29 19:02:00,807,310,116.25999999999999
1960,2017-03-30 14:34:00,807,310,118.26
1961,2017-03-30 17:44:00,717,310,94.8
1962,2017-03-30 20:54:00,807,350,47.92
1963,2017-03-31 14:54:00,807,610,124.64
1964,2017-03-31 16:35:00,807,240,119.13
1965,2017-03-31 17:29:00,807,210,113.1
1966,2017-03-31 20:37:00,807,240,114.79
1967,2017-04-01 20:06:00,807,310,110.2
1968,2017-04-03 13:48:00,224,110,65.92
1969,2017-04-03 15:47:00,717,330,69.96
1970,2017-04-03 17:56:00,224,110,59.12
1971,2017-04-03 19:37:00,807,610,123.32
1972,2017-04-04 12:39:00,224,320,154.74
1973,2017-04-04 15:13:00,807,220,99.66
1974,2017-04-04 16:56:00,807,220,115.1
1975,2017-04-05 01:10:00,811,110,59.54
1976,2017-04-05 16:55:00,224,110,68.7
1977,2017-04-05 19:04:00,807,310,115.28
1978,2017-04-05 20:24:00,807,220,301.94
1979,2017-04-05 21:19:00,811,410,90.04
1980,2017-04-06 20:52:00,811,110,72.9
1981,2017-04-07 18:01:00,807,240,133.52
1982,2017-04-07 18:33:00,717,240,125.0
1983,2017-04-07 19:25:00,811,110,60.22
1984,2017-04-10 20:46:00,811,110,64.64
1985,2017-04-10 21:03:00,807,310,104.36
1986,2017-04-10 21:11:00,811,110,53.38
1988,2017-04-11 14:29:00,224,110,82.9
1989,2017-04-11 15:59:00,717,310,103.54
1990,2017-04-11 18:07:00,804,320,80.86
1991,2017-04-11 18:28:00,804,320,153.5
1992,2017-04-11 19:38:00,807,210,108.8
1993,2017-04-12 15:02:00,717,310,101.7
1994,2017-04-13 00:41:00,811,410,98.28
1995,2017-04-13 00:51:00,811,320,144.28
1996,2017-04-13 01:33:00,811,110,55.2
1997,2017-04-13 23:51:00,811,110,75.32
1998,2017-04-14 00:08:00,811,110,51.9
1999,2017-04-14 14:42:00,807,310,97.5
2000,2017-04-14 16:47:00,717,310,97.3
2001,2017-04-14 19:50:00,811,110,63.96
2002,2017-04-16 02:39:00,797,410,50.0
2003,2017-04-16 03:10:00,797,410,80.0
2004,2017-04-17 13:55:00,224,110,61.3
2005,2017-04-17 15:02:00,224,110,54.54
